Chain,Store Number,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Sheetz,408,38.07655,-78.915748,1,rooftop,2156,W Main St,Waynesboro,VA,Augusta County,22980,US,Virginia Geographic Information Network (VGIN)
Sheetz,588,38.021938,-78.000091,1,rooftop,214,E Main St,Louisa,VA,Louisa County,23093,US,Virginia Geographic Information Network (VGIN)
Sheetz,459,40.526554,-79.816944,1,rooftop,2175,Hulton Rd,Verona,PA,Allegheny County,15147,US,Allegheny
Wawa,5163,27.960113,-82.747364,1,rooftop,2177,Gulf To Bay Blvd,Clearwater,FL,Pinellas County,33765,US,Pinellas
Wawa,5102,28.285932,-81.355776,1,rooftop,2184,E Irlo Bronson Mem Hwy,Kissimmee,FL,Osceola County,34744,US,Osceola
Sheetz,597,35.706802,-81.29563,1,rooftop,2185,13th Ave Dr SE,Hickory,NC,Catawba County,28602,US,Alexander
Wawa,931,39.92418,-74.168788,1,rooftop,215,Us Highway 9,Bayville,NJ,Ocean County,08721,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,120,40.572554,-75.479827,1,rooftop,2209,Lehigh St,Allentown,PA,Lehigh County,18103,US,City of Allentown
Sheetz,174,39.028271,-79.934602,1,rooftop,221,N Crim Ave,Belington,WV,Barbour County,26250,US,Statewide
Wawa,5151,27.894373,-82.245102,1,rooftop,3322,Lithia Pinecrest Rd,Valrico,FL,Hillsborough County,33596,US, Loveland
Wawa,5131,28.516284,-81.289149,1,rooftop,2225,S Goldenrod Rd,Orlando,FL,Orange County,32822,US,Orange County
Sheetz,635,40.815822,-77.901459,1,rooftop,223,Colonnade Blvd,State College,PA,Centre County,16803,US,Centre
Wawa,5111,28.573913,-81.310324,1,rooftop,2239,N Semoran Blvd,Orlando,FL,Orange County,32807,US,Orange County
Wawa,492,39.077986,-74.825456,1,rooftop,224,S Main St,Cape May Court House,NJ,Cape May County,08210,US,Cape May
Sheetz,655,40.306722,-75.978546,1,rooftop,2246,Lancaster Pi,Reading,PA,Berks County,19607,US,Berks
Wawa,101,40.700129,-75.205377,1,rooftop,217,Cattell St,Easton,PA,Northampton County,18042,US,Northampton
Sheetz,406,39.909733,-82.017021,1,rooftop,225,N Maysville Ave,Zanesville,OH,Muskingum County,43701,US,Muskingum
Wawa,277,40.121273,-74.978738,1,rooftop,2250,Lincoln Hwy,Feasterville-Trevose,PA,Bucks County,19053,US,Bucks
Sheetz,547,38.423371,-82.418248,1,rooftop,2251,5th Ave,Huntington,WV,Cabell County,25703,US,Statewide
Wawa,587,38.286983,-76.476789,1,rooftop,22530,Three Notch Rd,California,MD,St. Mary's County,20619,US,St Marys
Sheetz,369,40.553226,-79.159179,0.99,nearest_street,,Pa 56,Homer City,PA,Indiana County,15748,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,701,38.761078,-78.63222,1,rooftop,223,Conicville,Mount Jackson,VA,Shenandoah County,22842,US,Shenandoah
Wawa,5195,26.275037,-80.152874,1,rooftop,2271,W Sample Rd,Pompano Beach,FL,Broward County,33073,US,Broward
Sheetz,292,38.290673,-76.493536,1,rooftop,22711,Three Notch Rd,California,MD,St. Mary's County,20619,US,Statewide
Wawa,990,39.963997,-75.050951,1,rooftop,2290,Clements Ave,Pennsauken,NJ,Camden County,08110,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5128,28.683773,-81.333231,1,rooftop,23,Seminola Blvd,Casselberry,FL,Seminole County,32707,US,Seminole
Wawa,30,39.829645,-75.437435,0.99,nearest_street,1050,Malatesta Ave,Marcus Hook,PA,Delaware County,19061,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,219,40.33664,-76.82676,1,rooftop,2300,Colonial Rd,Harrisburg,PA,Dauphin County,17112,US,Dauphin
Wawa,582,39.555915,-76.278178,1,rooftop,2300,E Churchville Rd,Bel Air,MD,Harford County,21015,US,Statewide
Wawa,953,39.950636,-74.132665,1,rooftop,230,State Highway 37,Toms River,NJ,Ocean County,08753,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8640,38.978106,-77.41143,1,rooftop,23055,Oakgrove Rd,Sterling,VA,Loudoun County,20166,US,Virginia Geographic Information Network (VGIN)
Wawa,239,39.898525,-75.307867,0.99,nearest_street,2316,Macdade Blvd,Holmes,PA,Delaware County,19043,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,386,37.347783,-77.356151,1,rooftop,231,E* Hundred Rd,Chester,VA,Chesterfield County,23836,US,Virginia Geographic Information Network (VGIN)
Wawa,567,39.51329,-76.160405,1,rooftop,231,N Philadelphia Blvd,Aberdeen,MD,Harford County,21001,US,Harford
Sheetz,203,39.160229,-78.186087,1,rooftop,2311,Valley Ave,Winchester,VA,Frederick County,22601,US,Virginia Geographic Information Network (VGIN)
Wawa,592,38.302909,-76.519386,1,rooftop,23141,Three Notch Rd,California,MD,St. Mary's County,20619,US,Statewide
Wawa,5199,28.069402,-82.430292,1,rooftop,2602,E Fletcher Ave,Tampa,FL,Hillsborough County,33612,US,Hillsborough County
Wawa,112,40.994145,-75.177085,1,rooftop,233,Prospect St,East Stroudsburg,PA,Monroe County,18301,US,Monroe
Wawa,5216,27.049201,-82.405416,1,rooftop,4007,Englewood Rd,Venice,FL,Sarasota County,34293,US,Sarasota
Sheetz,569,35.800117,-80.288353,0.98,nearest_street,223,State Rd 3157,Lexington,NC,Davidson County,27292,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8300,39.971123,-74.734948,1,rooftop,2356,Us Highway 206,Vincentown,NJ,Burlington County,08088,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,128,40.173913,-74.987614,1,rooftop,202,Holland Rd,Southampton,PA,Bucks County,18966,US,Bucks
Sheetz,375,40.901571,-81.108725,1,rooftop,236,W State St,Alliance,OH,Stark County,44601,US,Stark
Wawa,725,39.961655,-74.95158,1,rooftop,236,W Main St,Moorestown,NJ,Burlington County,08057,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5277,27.956081,-81.620034,0.99,rooftop,23623,Us Highway 27,Lake Wales,FL,Polk County,33859,US,MapWise (and individual Florida counties)
Wawa,5168,26.596161,-81.864252,1,rooftop,2370,Colonial Blvd,Fort Myers,FL,Lee County,33907,US,MapWise (and individual Florida counties)
Sheetz,202,41.200812,-80.456002,1,rooftop,2443,S Hermitage Rd,Hermitage,PA,Mercer County,16148,US,Mercer
Sheetz,602,35.751317,-81.288574,1,rooftop,2415,Springs Rd NE,Hickory,NC,Catawba County,28601,US,NC Geographic Information Coordinating Council
Sheetz,234,40.400893,-80.549243,1,rooftop,239,Three Springs Dr,Weirton,WV,Hancock County,26062,US,Statewide
Wawa,667,38.29555,-77.500064,1,rooftop,2390,Plank Rd,Fredericksburg,VA,Fredericksburg city,22401,US,Virginia Geographic Information Network (VGIN)
Wawa,828,39.500407,-75.648776,1,rooftop,2398,Dupont Pkwy,Middletown,DE,New Castle County,19709,US,New Castle
Sheetz,89,39.812783,-79.025434,1,rooftop,24,Center St,Meyersdale,PA,Somerset County,15552,US,Somerset
Sheetz,276,40.923197,-77.030967,1,rooftop,233,E Chestnut St,Mifflinburg,PA,Union County,17844,US,Union
Wawa,5204,27.175359,-80.252315,1,rooftop,2401,S Kanner Hwy,Stuart,FL,Martin County,34994,US,Martin
Wawa,74,40.122813,-75.135103,0.98,nearest_street,1108,Bradfield Rd,Abington,PA,Montgomery County,19001,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8629,37.036056,-76.409304,1,rooftop,2401,W Mercury Blvd,Hampton,VA,Hampton city,23666,US,Virginia Geographic Information Network (VGIN)
Sheetz,279,40.252852,-80.171241,0.98,nearest_street,485,Weavertown Rd,Canonsburg,PA,Washington County,15317,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,701,39.362465,-74.565261,1,rooftop,2405,New Rd,Northfield,NJ,Atlantic County,08225,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,537,35.862873,-78.59937,1,rooftop,2324,Dixie Forest Rd,Raleigh,NC,Wake County,27615,US,Wake
Sheetz,274,41.875741,-80.764289,1,rooftop,2424,N Ridge Rd E,Ashtabula,OH,Ashtabula County,44004,US,Ashtabula
Sheetz,599,36.628051,-82.149337,1,rooftop,2415,Lee Hwy,Bristol,VA,Bristol city,24202,US,Virginia Geographic Information Network (VGIN)
Wawa,8630,37.591694,-77.492649,1,rooftop,2415,Staples Mill Rd,Richmond,VA,Henrico County,23230,US,Henrico
Wawa,920,39.431324,-74.577332,1,rooftop,6402,Delilah Rd,Egg Harbor Township,NJ,Atlantic County,08234,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,520,41.874718,-79.152813,0.99,nearest_street,1,Pvt Conewango Twp 020th Ln,Warren,PA,Warren County,16365,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,558,40.039771,-76.207877,1,rooftop,2425,Old Philadelphia Pike,Lancaster,PA,Lancaster County,17602,US,Lancaster
Wawa,8402,39.940747,-75.008662,1,rooftop,2405,State Highway 38,Cherry Hill,NJ,Camden County,08002,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,917,40.123569,-74.068711,1,rooftop,2432,State Highway 35,Manasquan,NJ,Monmouth County,08736,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,193,40.582484,-77.369449,1,rooftop,23,Parkside Ct,Mifflintown,PA,Juniata County,17059,US,Juniata
Wawa,5159,27.792435,-82.666128,1,rooftop,2465,22nd Ave N,Saint Petersburg,FL,Pinellas County,33713,US,Pinellas
Wawa,8056,40.298507,-75.28297,0.99,rooftop,2333,Bethlehem Pike,Hatfield,PA,Bucks County,19440,US,Bucks
Wawa,955,40.178211,-74.242386,1,rooftop,2485,US 9 N,Howell,NJ,Monmouth County,07731,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,549,40.816859,-79.926718,1,rooftop,249,Pittsburgh Rd,Butler,PA,Butler County,16002,US,Butler
Wawa,865,38.633904,-75.19496,1,rooftop,24930,John J Williams Hwy,Millsboro,DE,Sussex County,19966,US,Sussex
Sheetz,393,41.311818,-81.44866,1,rooftop,2495,E Aurora Rd,Twinsburg,OH,Summit County,44087,US,Summit
Wawa,5104,28.318502,-81.403118,1,rooftop,2499,N Orange Blossom Trl,Kissimmee,FL,Osceola County,34744,US,MapWise (and individual Florida counties)
Sheetz,650,40.060593,-80.588948,1,rooftop,25,Gantzer Ridge Rd,Triadelphia,WV,Ohio County,26059,US,Statewide
Wawa,8334,39.894438,-74.933291,1,rooftop,336,State Highway 70,Marlton,NJ,Burlington County,08053,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,606,38.656088,-77.289024,1,rooftop,13609,Telegraph Rd,Woodbridge,VA,Prince William County,22192,US,Prince William
Wawa,465,39.1764,-74.732511,1,rooftop,556,Sea Isle Blvd,Ocean View,NJ,Cape May County,08230,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8057,40.120468,-75.058159,0.98,nearest_street,2514,Philmont Ave,Huntingdon Valley,PA,Montgomery County,19006,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5249,26.093109,-80.226772,1,nearest_street,,I 595,Fort Lauderdale,FL,Broward County,33314,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,678,36.8406,-76.056052,1,rooftop,2501,Virginia Beach Blvd,Virginia Beach,VA,Virginia Beach city,23454,US,Virginia Geographic Information Network (VGIN)
Wawa,5231,27.966652,-82.403308,1,nearest_street,,I 4,Tampa,FL,Hillsborough County,33619,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,385,36.049098,-80.327067,1,rooftop,2505,Somerset Center Dr,Winston-Salem,NC,Forsyth County,27103,US,NC Geographic Information Coordinating Council
Wawa,5100,28.57742,-81.415458,1,rooftop,2507,N John Young Pkwy,Orlando,FL,Orange County,32804,US,Orange County
Wawa,5271,27.462255,-82.586713,1,rooftop,2600,Cortez Rd W,Bradenton,FL,Manatee County,34207,US,Manatee
Sheetz,253,40.336191,-79.970766,1,rooftop,251,Curry Hollow Rd,Pittsburgh,PA,Allegheny County,15236,US,Allegheny
Sheetz,213,41.01217,-76.410157,0.98,nearest_street,198,Seiple Dr,Bloomsburg,PA,Columbia County,17815,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,444,39.617311,-75.080421,1,rooftop,2515,Delsea Dr,Franklinville,NJ,Gloucester County,08322,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,488,35.656197,-77.365404,1,rooftop,2521,N Memorial Dr,Greenville,NC,Pitt County,27834,US,Pitt
Wawa,5171,28.917079,-81.296058,1,rooftop,2522,Enterprise Rd,De Bary,FL,Volusia County,32713,US, Loveland
Sheetz,304,38.919296,-77.496052,1,rooftop,25224,Poland Rd,Chantilly,VA,Loudoun County,20152,US,Loudoun
Wawa,8036,40.644105,-75.348105,1,rooftop,2525,Easton Ave,Bethlehem,PA,Northampton County,18017,US,Northampton
Wawa,5255,26.994049,-82.116285,1,rooftop,2525,Tamiami Trl,Port Charlotte,FL,Charlotte County,33952,US, Loveland
Wawa,8013,39.97725,-75.118448,1,rooftop,2535,Aramingo Ave,Philadelphia,PA,Philadelphia County,19125,US,Philadelphia
Wawa,429,39.967584,-74.228084,1,rooftop,254,State Highway 37,Toms River,NJ,Ocean County,08755,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8061,40.141774,-75.389104,0.98,nearest_street,2560,W Main St,Norristown,PA,Montgomery County,19403,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,915,39.90416,-74.804704,1,rooftop,257,State Highway 70,Medford,NJ,Burlington County,08055,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,378,40.989158,-76.878028,1,rooftop,260,International Dr,Milton,PA,Union County,17847,US,Union
Wawa,5220,27.318811,-80.340481,1,rooftop,160,SE Floresta Dr,Fort Pierce,FL,St. Lucie County,34950,US,MapWise (and individual Florida counties)
Wawa,146,40.232674,-75.658284,1,rooftop,260,W Schuylkill Rd,Wayne,PA,Chester County,19087,US,Chester
Sheetz,331,37.523126,-77.8226,1,rooftop,2544,Anderson Hwy,Powhatan,VA,Powhatan County,23139,US,Virginia Geographic Information Network (VGIN)
Wawa,8030,40.077346,-75.023608,1,rooftop,2600L,Grant Ave,Philadelphia,PA,Philadelphia County,19114,US,Philadelphia
Sheetz,183,40.05534,-79.560699,0.99,nearest_street,109,Pleasant Valley Rd,Connellsville,PA,Fayette County,15425,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,5127,27.923298,-82.349045,1,rooftop,2604,S Us Highway 301,Tampa,FL,Hillsborough County,33619,US,Hillsborough County
Sheetz,551,41.014117,-80.39777,1,rooftop,2604,W State St,New Castle,PA,Lawrence County,16101,US,Lawrence
Wawa,926,39.475295,-74.97699,1,rooftop,610,S Brewster Rd,Vineland,NJ,Cumberland County,08361,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,617,40.61202,-80.10031,1,rooftop,2609,Nicholson Rd,Sewickley,PA,Allegheny County,15143,US,Allegheny
Wawa,5232,26.121074,-80.177394,1,rooftop,2620,W Broward Blvd,Fort Lauderdale,FL,Broward County,33312,US,City of Fort Lauderdale
Wawa,854,39.794286,-75.469005,1,rooftop,2621,Philadelphia Pike,Claymont,DE,New Castle County,19703,US,New Castle
Sheetz,417,36.066493,-79.467763,1,rooftop,2564,Kirkwood Dr,Burlington,NC,Alamance County,27215,US,NC Geographic Information Coordinating Council
Sheetz,271,37.396415,-79.229596,1,rooftop,2630,Lakeside Dr,Lynchburg,VA,Lynchburg city,24501,US,Virginia Geographic Information Network (VGIN)
Sheetz,329,37.012336,-79.869959,1,rooftop,265,Old Franklin Tpke,Rocky Mount,VA,Franklin County,24151,US,Virginia Geographic Information Network (VGIN)
Wawa,5294,28.012887,-82.73781,1,rooftop,2521,Enterprise Rd,Clearwater,FL,Pinellas County,33761,US, Loveland
Sheetz,592,36.05951,-79.434121,1,rooftop,2669,Maple Ave,Burlington,NC,Alamance County,27215,US,Alamance
Sheetz,144,39.077623,-78.96582,1,rooftop,268,Genny Loop,Moorefield,WV,Hardy County,26836,US,Statewide
Wawa,5158,28.787001,-81.297016,1,rooftop,2690,W 25th St,Sanford,FL,Seminole County,32771,US,MapWise (and individual Florida counties)
Sheetz,444,38.031504,-81.12399,1,rooftop,27,Whitewater Ave,Fayetteville,WV,Fayette County,25840,US,Statewide
Wawa,369,39.914408,-74.922551,1,rooftop,252,E Greentree Rd,Marlton,NJ,Burlington County,08053,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,188,41.329402,-80.41347,1,rooftop,3639,N Hermitage Rd,Transfer,PA,Mercer County,16154,US,Mercer
Sheetz,410,40.640967,-76.158435,0.99,nearest_street,,Pa 443,Schuylkill Haven,PA,Schuylkill County,17972,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,981,39.770521,-75.046673,0.99,rooftop,2700,Sicklerville Rd,Sicklerville,NJ,Camden County,08081,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,432,39.098434,-74.723059,1,rooftop,290,27th St,Avalon,NJ,Cape May County,08202,US,Cape May
Sheetz,295,37.315955,-80.003929,1,rooftop,2703,Peters Creek Rd NW,Roanoke,VA,Roanoke County,24019,US,Virginia Geographic Information Network (VGIN)
Wawa,5162,28.027086,-82.152298,1,nearest_street,,I 4,Plant City,FL,Hillsborough County,33563,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,147,40.355196,-75.981514,1,rooftop,2759,Paper Mill Rd,Reading,PA,Berks County,19610,US,Berks
Sheetz,321,37.259411,-77.394984,1,rooftop,2711,Conduit Rd,Colonial Heights,VA,Colonial Heights city,23834,US,Virginia Geographic Information Network (VGIN)
Wawa,8365,40.512058,-74.363965,1,rooftop,2650,Woodbridge Ave,Edison,NJ,Middlesex County,08837,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,248,41.14308,-80.721622,1,rooftop,2725,Salt Springs Youngstown Rd,Girard,OH,Trumbull County,44420,US,Trumbull
Wawa,819,39.662709,-75.735658,1,rooftop,6,Kensington Cir,Newark,DE,New Castle County,19713,US,New Castle
Wawa,561,38.420409,-75.565733,1,rooftop,2740,N Salisbury Blvd,Salisbury,MD,Wicomico County,21801,US,Statewide
Wawa,850,39.60249,-75.76212,1,rooftop,2754,Pulaski Hwy,Newark,DE,New Castle County,19702,US,New Castle
Wawa,688,38.316338,-77.450331,1,rooftop,275,Butler Rd,Fredericksburg,VA,Stafford County,22405,US,Virginia Geographic Information Network (VGIN)
Wawa,8343,39.479415,-74.574464,1,rooftop,277,Langley Ave,Egg Harbor City,NJ,Atlantic County,08215,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,583,38.42663,-76.715703,1,rooftop,27605,Three Notch Rd,Mechanicsville,MD,St. Mary's County,20659,US,St Marys
Sheetz,648,41.238629,-81.78545,1,rooftop,2771,Center Rd,Brunswick,OH,Medina County,44212,US,Medina
Wawa,5226,28.185147,-82.354444,1,rooftop,1929,Bruce B Downs Blvd,Zephyrhills,FL,Pasco County,33544,US, Loveland
Wawa,8389,40.595503,-74.29079,1,rooftop,280,Saint Georges Ave,Rahway,NJ,Union County,07065,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8340,39.872037,-75.045228,1,rooftop,300,White Horse Pike,Barrington,NJ,Camden County,08007,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,404,41.765717,-81.179468,1,rooftop,2826,N Ridge Rd,Perry,OH,Lake County,44081,US,Lake
Wawa,848,39.195008,-75.547272,1,rooftop,2800,N Dupont Hwy,Dover,DE,Kent County,19901,US,Kent
Wawa,924,39.446315,-75.04212,1,rooftop,2802,S Delsea Dr,Vineland,NJ,Cumberland County,08360,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,532,38.270993,-77.483538,1,rooftop,2715,Lafayette Blvd,Fredericksburg,VA,Spotsylvania County,22408,US,Spotsylvania
Sheetz,564,35.427336,-78.063984,1,rooftop,2829,W US 70 Hwy,Goldsboro,NC,Wayne County,27530,US,Wayne
Sheetz,396,35.707627,-77.951296,1,rooftop,3007,Downing St SW,Wilson,NC,Wilson County,27893,US,Wilson
Wawa,387,40.039824,-74.728028,1,rooftop,2835,Us Highway 206,Columbus,NJ,Burlington County,08022,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
