Chain,Store Number,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Sheetz,457,37.847147,-81.196084,1,rooftop,5481,Robert C Byrd Dr,Bradley,WV,Raleigh County,25818,US,Raleigh
Wawa,8055,40.204539,-75.094582,1,rooftop,555,W Street Rd,Warminster,PA,Bucks County,18974,US,Bucks
Sheetz,281,41.099087,-80.763045,1,rooftop,5499,Mahoning Ave,Youngstown,OH,Mahoning County,44515,US,Mahoning
Wawa,740,39.957088,-75.002988,1,rooftop,55,Forked Landing Rd,Maple Shade,NJ,Burlington County,08052,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,645,35.420823,-78.807131,1,rooftop,55,Pine State St,Lillington,NC,Harnett County,27546,US,Harnett
Wawa,221,40.228194,-75.139878,1,rooftop,550,Easton Rd,Warrington,PA,Bucks County,18976,US,Bucks
Wawa,441,39.767808,-74.21359,1,rooftop,550,N Main St,Barnegat,NJ,Ocean County,08005,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,554,35.617493,-78.534806,1,rooftop,3796,42 Hwy W,Clayton,NC,Johnston County,27520,US,NC Geographic Information Coordinating Council
Sheetz,323,38.326158,-77.729339,1,rooftop,5504,Germanna Hwy,Locustgrove,VA,Orange County,22508,US,Virginia Geographic Information Network (VGIN)
Sheetz,463,40.989283,-76.065709,0.98,nearest_street,551,State Rte 93,Sugarloaf,PA,Luzerne County,18249,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,293,40.444812,-75.954624,1,rooftop,5515,Pottsville Pi,Leesport,PA,Berks County,19533,US,Berks
Sheetz,453,36.026441,-80.160846,1,rooftop,5519,Gumtree Rd,Winston-Salem,NC,Davidson County,27107,US,Davidson
Sheetz,256,40.501399,-75.963934,1,rooftop,540,Shoemaker Ave,Shoemakersville,PA,Berks County,19555,US,Berks
Wawa,8386,40.545904,-74.425872,1,rooftop,555,New Durham Rd,Piscataway,NJ,Middlesex County,08854,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,629,40.451668,-80.129222,1,rooftop,5554,Steubenville Pike,McKees Rocks,PA,Allegheny County,15136,US,Allegheny
Wawa,5254,27.41736,-80.381765,1,rooftop,5575,Okeechobee Rd,Fort Pierce,FL,St. Lucie County,34950,US,MapWise (and individual Florida counties)
Wawa,8104,40.012904,-75.068494,1,rooftop,5233-65,Harbison Ave,Philadelphia,PA,Philadelphia County,19124,US,Philadelphia
Sheetz,161,39.386882,-77.409023,1,rooftop,5601,Buckeystown Pike,Frederick,MD,Frederick County,21704,US,Frederick County
Wawa,5190,28.201823,-80.671197,1,rooftop,5605,N Wickham Rd,Melbourne,FL,Brevard County,32940,US,MapWise (and individual Florida counties)
Wawa,830,39.316221,-75.614906,1,rooftop,5632,Dupont Pkwy,Smyrna,DE,New Castle County,19977,US,New Castle
Sheetz,383,36.025657,-78.507748,1,rooftop,564,1 Hwy,Youngsville,NC,Franklin County,27596,US,NC Geographic Information Coordinating Council
Wawa,208,40.035871,-75.571725,1,rooftop,567,Lancaster Ave,Malvern,PA,Chester County,19355,US,Chester
Sheetz,487,39.922509,-79.72659,0.97,nearest_street,500,Pittsburgh Rd,Uniontown,PA,Fayette County,15401,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8609,36.885611,-76.179259,1,rooftop,5701,Northampton Blvd,Virginia Beach,VA,Virginia Beach city,23455,US,Virginia Geographic Information Network (VGIN)
Wawa,5139,28.024965,-82.542426,1,rooftop,5702,W Waters Ave,Tampa,FL,Hillsborough County,33634,US,Hillsborough County
Sheetz,7,40.472525,-78.425356,0.99,nearest_street,604,58th St,Altoona,PA,Blair County,16602,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,425,39.544801,-77.906654,1,rooftop,5715,Hammonds Mill Rd,Falling Waters,WV,Berkeley County,25419,US,Statewide
Wawa,8005,40.21515,-75.545576,0.98,nearest_street,566,N Lewis Rd,Royersford,PA,Montgomery County,19468,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,609,41.404803,-81.784518,1,rooftop,13349,Snow Rd,Brookpark,OH,Cuyahoga County,44142,US,Cuyahoga
Wawa,8341,40.566841,-74.563148,0.99,rooftop,124,Chimney Rock Rd,Bridgewater,NJ,Somerset County,08807,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5308,28.527732,-81.459597,1,rooftop,5700,Raleigh St,Orlando,FL,Orange County,32811,US, Loveland
Wawa,5164,28.610277,-81.416044,1,rooftop,5820,Edgewater Dr,Orlando,FL,Orange County,32810,US,Orange County
Wawa,687,37.165384,-76.465075,1,rooftop,5824,Geo Wash Mem Hwy,Yorktown,VA,York County,23692,US,Virginia Geographic Information Network (VGIN)
Wawa,554,39.39216,-77.438149,1,rooftop,5833,Ballenger Creek Pike,Frederick,MD,Frederick County,21703,US,Frederick County
Wawa,288,40.385839,-75.147335,1,rooftop,5854,Old Easton Rd,Doylestown,PA,Bucks County,18901,US,Bucks
Sheetz,439,41.4022,-79.807086,0.99,rooftop,562,Allegheny Blvd,Franklin,PA,Venango County,16323,US,Venango
Wawa,427,39.84347,-75.144463,1,rooftop,590,N Evergreen Ave,Woodbury,NJ,Gloucester County,08096,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,268,40.117449,-74.844547,1,rooftop,5000,Bristol Pike,Bristol,PA,Bucks County,19007,US,Bucks
Wawa,5241,27.781283,-82.715612,1,rooftop,5901,9th Ave N,Saint Petersburg,FL,Pinellas County,33710,US, Loveland
Sheetz,418,35.868183,-80.037194,1,rooftop,5905,Finch Farm Rd,Thomasville,NC,Randolph County,27360,US,Randolph
Wawa,5101,28.405915,-81.457574,1,rooftop,5910,Central Florida Pkwy,Orlando,FL,Orange County,32821,US,Orange County
Wawa,157,40.219329,-75.247815,0.98,nearest_street,154,Us Hwy 202,North Wales,PA,Montgomery County,19454,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,334,41.880483,-80.172417,1,rooftop,1000,Rte 6n,Edinboro,PA,Erie County,16412,US,Erie
Wawa,923,40.053814,-74.139227,1,rooftop,595,Brick Blvd,Brick,NJ,Ocean County,08723,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8320,40.67331,-74.199952,1,rooftop,589,Spring St,Elizabeth,NJ,Union County,07201,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,584,38.548642,-76.986681,1,rooftop,5955,Crain Hwy,La Plata,MD,Charles County,20646,US,Statewide
Sheetz,429,40.05999,-80.59654,1,rooftop,1,Cabela Dr,Triadelphia,WV,Ohio County,26059,US,Statewide
Wawa,401,40.097328,-74.144505,1,rooftop,6,Old Lanes Mill Rd,Brick,NJ,Ocean County,08724,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,243,38.728475,-77.791449,1,rooftop,600,Blackwell Rd,Warrenton,VA,Fauquier County,20186,US,Virginia Geographic Information Network (VGIN)
Wawa,460,40.003566,-75.021446,1,rooftop,600,Cinnaminson Ave,Palmyra,NJ,Burlington County,08065,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,480,35.789773,-78.739226,1,rooftop,600,Corporate Center Dr,Raleigh,NC,Wake County,27607,US,Wake
Wawa,676,37.3471,-77.345248,1,rooftop,600,E* Hundred Rd,Chester,VA,Chesterfield County,23836,US,Virginia Geographic Information Network (VGIN)
Sheetz,514,37.779116,-79.435244,1,rooftop,534,E Nelson St,Lexington,VA,Lexington city,24450,US,City of Lexington
Sheetz,452,41.158896,-81.359966,1,rooftop,612,N Mantua St,Kent,OH,Portage County,44240,US,Portage
Wawa,8044,40.459587,-75.369162,1,rooftop,600,N West End Blvd,Quakertown,PA,Bucks County,18951,US,Bucks
Wawa,8337,39.943813,-74.968848,1,rooftop,600,State Highway 38,Maple Shade,NJ,Burlington County,08052,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,254,39.866555,-75.294624,0.98,nearest_street,439,Jansen Ave,Essington,PA,Delaware County,19029,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,193,40.022164,-75.062758,1,rooftop,6001,Harbison Ave,Philadelphia,PA,Philadelphia County,19135,US,Philadelphia
Wawa,673,37.435115,-77.489372,1,rooftop,6001,Iron Bridge Rd,Richmond,VA,Chesterfield County,23234,US,Virginia Geographic Information Network (VGIN)
Wawa,586,39.56851,-76.353354,1,rooftop,601,Hoagie Dr,Bel Air,MD,Harford County,21014,US,Harford
Sheetz,208,39.166895,-78.163313,1,rooftop,601,Millwood Ave,Winchester,VA,Frederick County,22601,US,Virginia Geographic Information Network (VGIN)
Wawa,867,39.817411,-75.457795,1,rooftop,697,Naamans Rd,Claymont,DE,New Castle County,19703,US,New Castle
Wawa,860,39.684552,-75.733274,1,rooftop,601,Ogletown Rd,Newark,DE,New Castle County,19711,US,New Castle
Sheetz,316,39.428576,-76.35485,1,rooftop,601,Pulaski Hwy,Joppa,MD,Harford County,21085,US,Harford
Wawa,8075,40.138847,-74.98798,1,rooftop,701,Street Rd,Feasterville-Trevose,PA,Bucks County,19053,US,Bucks
Wawa,563,38.561063,-76.066101,1,rooftop,601,Sunburst Hwy,Cambridge,MD,Dorchester County,21613,US,Statewide
Sheetz,449,40.264175,-76.783042,1,rooftop,6010,Derry St,Harrisburg,PA,Dauphin County,17111,US,Dauphin
Wawa,60,40.141359,-74.860663,1,rooftop,6016,Emilie Rd,Levittown,PA,Bucks County,19057,US,Bucks
Wawa,972,39.886231,-75.086946,1,rooftop,21,Valley Rd,Mount Ephraim,NJ,Camden County,08059,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,260,40.172552,-76.195805,1,rooftop,602,S Reading Rd,Ephrata,PA,Lancaster County,17522,US,Lancaster
Sheetz,664,35.797589,-78.500036,1,rooftop,6030,Village Park Dr,Knightdale,NC,Wake County,27545,US,Wake
Wawa,693,37.244308,-77.410722,1,rooftop,604,Blvd,Colonial Heights,VA,Colonial Heights city,23834,US,Virginia Geographic Information Network (VGIN)
Wawa,743,40.105232,-74.2041,1,rooftop,605,E County Line Rd,Lakewood,NJ,Ocean County,08701,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8091,40.06603,-75.5355,0.99,rooftop,595,Morehall Rd,Horsham,PA,Chester County,19044,US,Chester
Wawa,842,39.788588,-75.697283,1,rooftop,7440,Lancaster Pike,Hockessin,DE,New Castle County,19707,US,New Castle
Sheetz,519,39.399076,-77.406292,1,rooftop,6050,Buckeystown Pike,Frederick,MD,Frederick County,21704,US,Statewide
Sheetz,518,40.243067,-76.992783,1,rooftop,6052,Carlisle Pike,Mechanicsburg,PA,Cumberland County,17050,US,Cumberland
Wawa,8376,40.486894,-74.470823,1,rooftop,607,Somerset St,Somerset,NJ,Somerset County,08873,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5134,28.553246,-81.286681,1,rooftop,608,N Goldenrod Rd,Orlando,FL,Orange County,32807,US,Orange County
Wawa,999,39.48372,-74.999453,1,rooftop,61,S Main Rd,Vineland,NJ,Cumberland County,08360,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,498,40.443547,-79.230782,0.98,nearest_street,,Us 22,Blairsville,PA,Indiana County,15717,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,359,41.463593,-75.650521,1,rooftop,610,Scranton Carbondale Hwy,Dickson City,PA,Lackawanna County,18519,US,Lackawanna
Sheetz,644,39.87129,-77.028261,1,rooftop,6100,York Rd,New Oxford,PA,Adams County,17350,US,Adams
Wawa,736,39.432293,-74.508986,1,rooftop,611,New Jersey Ave,Absecon,NJ,Atlantic County,08201,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,471,36.329506,-78.447629,1,rooftop,619,Ruin Creek Rd,Henderson,NC,Vance County,27537,US,NC Geographic Information Coordinating Council
Wawa,5125,27.828804,-82.680324,1,rooftop,6200,34th St N,Pinellas Park,FL,Pinellas County,33781,US, Loveland
Wawa,944,39.398438,-75.056021,1,rooftop,20,Sharp St,Millville,NJ,Cumberland County,08332,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,87,40.12038,-79.560732,0.96,nearest_street,6281,Porter Ave,Scottdale,PA,Westmoreland County,15683,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,549,38.994821,-76.532493,1,rooftop,628,Admiral Dr,Annapolis,MD,Anne Arundel County,21401,US,Anne Arundel County
Sheetz,412,40.325065,-76.782501,0.99,rooftop,6290,Allentown Blvd,Harrisburg,PA,Dauphin County,17112,US,Dauphin
Wawa,8628,36.897355,-76.226002,1,rooftop,6301,Military Hwy,Norfolk,VA,Norfolk city,23513,US,Virginia Geographic Information Network (VGIN)
Wawa,8308,39.721838,-75.160685,0.99,rooftop,834,Lambs Rd,Mullica Hill,NJ,Gloucester County,08062,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8032,40.680575,-75.248099,1,rooftop,631,S 25th St,Easton,PA,Northampton County,18045,US,Northampton
Wawa,979,40.082939,-74.479585,1,rooftop,633,Pinehurst Rd,New Egypt,NJ,Ocean County,08533,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8382,39.812047,-75.017402,1,rooftop,635,Chews Landing Rd,Clementon,NJ,Camden County,08021,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5193,26.045442,-80.230791,1,rooftop,6350,Stirling Rd,Hollywood,FL,Broward County,33024,US,Broward
Wawa,5285,28.251993,-82.187898,1,rooftop,6500,Gall Blvd,Zephyrhills,FL,Pasco County,33542,US,Pasco
Wawa,115,40.036212,-75.070317,1,rooftop,6400,Bustleton Ave,Philadelphia,PA,Philadelphia County,19149,US,Philadelphia
Sheetz,409,35.552503,-77.404995,1,rooftop,650,Whitley Dr,Winterville,NC,Pitt County,28590,US,Pitt
Wawa,5136,28.469634,-81.311671,1,rooftop,5597,Leevista Blvd,Orlando,FL,Orange County,32812,US, Loveland
Wawa,5160,28.449462,-81.466658,1,rooftop,6500,W Sand Lake Rd,Orlando,FL,Orange County,32819,US,Orange County
Wawa,8009,40.030069,-75.056023,1,rooftop,6506,Frankford Ave,Philadelphia,PA,Philadelphia County,19135,US,Philadelphia
Wawa,8502,39.287371,-76.535354,1,rooftop,6571,Eastern Ave,Baltimore,MD,Baltimore city,21224,US,Statewide
Sheetz,278,39.91221,-79.749009,0.97,nearest_street,41,Old New Salem Rd,Uniontown,PA,Fayette County,15401,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,195,40.246756,-77.029227,1,rooftop,6558,Carlisle Pike,Mechanicsburg,PA,Cumberland County,17050,US,Cumberland
Wawa,983,40.461392,-74.400688,1,rooftop,656,Old Bridge Tpke,South River,NJ,Middlesex County,08882,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5212,26.618099,-80.147715,1,rooftop,6566,Lake Worth Rd,Lake Worth,FL,Palm Beach County,33467,US,Palm Beach County
Sheetz,351,40.26833,-76.690047,1,rooftop,625,E Main St,Hummelstown,PA,Dauphin County,17036,US,Dauphin
Sheetz,273,40.287706,-75.818817,1,rooftop,6600,E Perkiomen Ave,Birdsboro,PA,Berks County,19508,US,Berks
Wawa,947,39.410508,-74.56884,1,rooftop,6678,Black Horse Pike,Egg Harbor Township,NJ,Atlantic County,08234,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,352,39.916499,-75.070168,1,rooftop,666,Haddon Ave,Collingswood,NJ,Camden County,08108,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,555,38.358118,-75.600478,1,rooftop,668,S Salisbury Blvd,Salisbury,MD,Wicomico County,21801,US,Statewide
Wawa,73,39.940716,-75.272654,0.98,nearest_street,9,E Stratford Ave,Lansdowne,PA,Delaware County,19050,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8049,40.040837,-75.223688,1,rooftop,6701,Ridge Ave,Philadelphia,PA,Philadelphia County,19128,US,Philadelphia
Wawa,377,39.728171,-75.013095,1,rooftop,672,Cross Keys Berlin Rd,Sicklerville,NJ,Camden County,08081,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8333,39.398954,-74.555494,1,rooftop,6750,Black Horse Pike,Egg Harbor Township,NJ,Atlantic County,08234,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,308,36.600153,-79.862975,1,rooftop,6758,Greensboro Rd,Ridgeway,VA,Henry County,24148,US,Virginia Geographic Information Network (VGIN)
Wawa,38,40.149812,-74.97703,1,rooftop,676,Rosewood Ave,Feasterville-Trevose,PA,Bucks County,19053,US,Bucks
Sheetz,465,41.380936,-81.735296,1,rooftop,6760,Ridge Rd,Cleveland,OH,Cuyahoga County,44129,US,Cuyahoga
Wawa,5263,30.149535,-81.755989,1,rooftop,678,Blanding Blvd,Orange Park,FL,Clay County,32073,US,Clay County
Sheetz,531,40.476775,-78.391793,0.99,rooftop,269,864 11th St St,Altoona,PA,Blair County,16601,US,Blair
Wawa,5276,30.270408,-81.756069,1,rooftop,6787,Wilson Blvd,Jacksonville,FL,Duval County,32210,US,MapWise (and individual Florida counties)
Wawa,8006,40.05587,-75.0907,1,rooftop,424,Longshore Ave,Philadelphia,PA,Philadelphia County,19111,US,Philadelphia
Sheetz,605,40.078516,-80.873052,0.98,nearest_street,50602,Twp Hwy 436,Saint Clairsville,OH,Belmont County,43950,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,859,39.453027,-75.68033,1,rooftop,690,Middletown Odessa Rd,Middletown,DE,New Castle County,19709,US,New Castle
Wawa,8327,39.719228,-75.112942,1,rooftop,698,Delsea Mnr,Glassboro,NJ,Gloucester County,08028,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,460,36.08121,-79.930465,1,rooftop,6930,W Market St,Greensboro,NC,Guilford County,27409,US,Guilford
Wawa,183,40.046287,-75.070371,1,rooftop,6925-35,Castor Ave,Philadelphia,PA,Philadelphia County,19149,US,Philadelphia
Sheetz,301,41.179918,-81.246554,1,rooftop,6941,State Rt 44,Ravenna,OH,Portage County,44266,US,Portage
Sheetz,231,40.093957,-76.112262,1,rooftop,698,W Main St,New Holland,PA,Lancaster County,17557,US,Lancaster
Wawa,863,39.694466,-75.598838,1,rooftop,7,E Commons Blvd,New Castle,DE,New Castle County,19720,US,New Castle
Wawa,714,39.602695,-74.881441,1,rooftop,100,Cains Mill Rd,Williamstown,NJ,Atlantic County,08094,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8335,40.881296,-74.118449,1,rooftop,22,Jewell St,Garfield,NJ,Bergen County,07026,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,745,39.969793,-74.582567,1,rooftop,7,Juliustown Rd,Browns Mills,NJ,Burlington County,08015,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,11,40.519129,-78.397604,0.99,nearest_street,749,Chestnut Ave,Altoona,PA,Blair County,16601,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8052,40.040285,-75.057374,1,rooftop,7001,E Roosevelt Blv,Philadelphia,PA,Philadelphia County,19149,US,Philadelphia
Wawa,5165,27.493396,-82.562127,1,rooftop,701,1st St E,Bradenton,FL,Manatee County,34208,US,Manatee
Wawa,595,39.055519,-76.657552,1,rooftop,680,Crain Hwy N,Gambrills,MD,Anne Arundel County,21054,US,Anne Arundel County
Sheetz,63,41.125265,-78.742309,1,rooftop,701,E Dubois Ave,Dubois,PA,Clearfield County,15801,US,Clearfield
Sheetz,237,40.175967,-76.308248,1,rooftop,701,Furnace Hills Pike,Lititz,PA,Lancaster County,17543,US,Lancaster
Wawa,794,39.862522,-74.172884,1,rooftop,701,N Main St,Lanoka Harbor,NJ,Ocean County,08734,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,292,40.152248,-75.348605,0.98,nearest_street,2906,Whitehall Rd,Norristown,PA,Montgomery County,19403,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,584,38.821963,-81.72395,1,rooftop,701,W Main St,Ripley,WV,Jackson County,25271,US,Statewide
Wawa,360,39.770204,-75.13478,1,rooftop,701,Woodbury Glassboro Rd,Sewell,NJ,Gloucester County,08080,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,238,38.208063,-78.385047,1,rooftop,7020,Seminole Trl,Ruckersville,VA,Greene County,22968,US,Virginia Geographic Information Network (VGIN)
Sheetz,483,36.278389,-80.340418,1,rooftop,703,E King St,King,NC,Stokes County,27021,US,City of King
Wawa,5105,28.463612,-81.397631,1,rooftop,7030,S Orange Blossom Trl,Orlando,FL,Orange County,32809,US,Orange County
Sheetz,350,37.609908,-77.520017,1,rooftop,7035,W Broad St,Richmond,VA,Henrico County,23294,US,Henrico
Wawa,801,39.771193,-75.499912,1,rooftop,729,Philadelphia Pike,Wilmington,DE,New Castle County,19809,US,New Castle
Wawa,8003,40.128253,-75.40617,0.98,nearest_street,6101,Shannondell Blvd,Norristown,PA,Montgomery County,19403,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,278,39.965068,-75.593728,1,rooftop,706,E Gay St,West Chester,PA,Chester County,19380,US,Chester
Wawa,96,40.216112,-75.275877,0.99,nearest_street,708,E Walnut St,North Wales,PA,Montgomery County,19454,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,553,39.522333,-76.357692,1,rooftop,709,Bel Air Rd,Bel Air,MD,Harford County,21014,US,Harford
Wawa,494,39.837215,-74.958412,1,rooftop,73,Lakeview Dr S,Gibbsboro,NJ,Camden County,08026,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,260,41.349297,-79.711128,1,rooftop,2372,Cranberry Rockland Rd,Cranberry,PA,Venango County,16319,US,Venango
Wawa,8503,39.18023,-76.615601,1,rooftop,1111,Crain Hwy N,Glen Burnie,MD,Anne Arundel County,21061,US,Anne Arundel County
Wawa,936,39.500732,-74.607569,1,rooftop,716,W White Horse Pike,Absecon,NJ,Atlantic County,08201,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,402,40.699981,-79.719519,1,rooftop,717,S Pike Rd,Sarver,PA,Butler County,16055,US,Butler
Sheetz,33,40.599834,-78.32122,1,rooftop,718,555 E Bellwood Rd Rd,Altoona,PA,Blair County,16601,US,Blair
Wawa,968,39.446412,-74.529229,0.99,rooftop,242,E White Horse Pike,Absecon,NJ,Atlantic County,08205,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,665,38.449556,-77.40373,1,rooftop,72,Austin Park Dr,Stafford,VA,Stafford County,22554,US,Virginia Geographic Information Network (VGIN)
Sheetz,32,39.92914,-77.989662,1,rooftop,719,Lincoln Way E,McConnellsburg,PA,Fulton County,17233,US,Fulton
Wawa,718,39.94037,-74.938519,1,rooftop,257,Ramblewood Pkwy,Mount Laurel,NJ,Burlington County,08054,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,654,36.790649,-76.235509,1,rooftop,720,Woodlake Dr,Chesapeake,VA,Chesapeake city,23320,US,Virginia Geographic Information Network (VGIN)
Wawa,170,39.849015,-75.536895,0.98,nearest_street,723,Naamans Creek Rd,Chadds Ford,PA,Delaware County,19317,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,125,40.06094,-75.191944,1,rooftop,7236-40,Germantown Ave,Philadelphia,PA,Philadelphia County,19119,US,Philadelphia
Sheetz,364,38.080729,-78.990495,1,rooftop,726,Tinkling Spring Rd,Fishersville,VA,Augusta County,22939,US,Virginia Geographic Information Network (VGIN)
Wawa,5214,26.782443,-80.092503,1,rooftop,7289,Garden Rd,West Palm Beach,FL,Palm Beach County,33404,US,Palm Beach County
Wawa,380,39.514998,-74.925625,1,rooftop,729,S Harding Hwy,Buena,NJ,Atlantic County,08310,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8600,37.537659,-77.531373,1,rooftop,7316,Forest Hill Ave,Richmond,VA,Richmond city,23225,US,Virginia Geographic Information Network (VGIN)
Sheetz,358,37.147446,-80.586945,1,rooftop,7335,Lee Hwy,Radford,VA,Pulaski County,24141,US,Virginia Geographic Information Network (VGIN)
Wawa,43,40.178364,-75.225672,0.98,nearest_street,801,N Bethlehem Pike,Spring House,PA,Montgomery County,19477,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,625,38.417984,-82.445129,1,rooftop,740,6th Ave,Huntington,WV,Cabell County,25701,US,Statewide
Wawa,5146,27.996907,-82.37234,1,rooftop,7410,E Hillsborough Ave,Tampa,FL,Hillsborough County,33610,US,Hillsborough County
Wawa,8037,40.622565,-75.360763,1,rooftop,741,E Broad St,Bethlehem,PA,Northampton County,18018,US,Northampton
Sheetz,197,39.081062,-78.216267,1,nearest_street,,I 81,Stephens City,VA,Frederick County,22655,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8306,40.415512,-74.066922,1,rooftop,75,Appleton Ave,Leonardo,NJ,Monmouth County,07737,US,Monmouth
Wawa,85,40.055309,-75.646973,1,rooftop,750,N Pottstown Park,Exton,PA,Chester County,19341,US,Chester
Sheetz,557,42.105732,-80.149988,0.99,rooftop,2860,W 6th St,Erie,PA,Erie County,16505,US,Erie
Wawa,672,37.500329,-77.535086,1,rooftop,7514,Midlothian Tpke,Richmond,VA,Chesterfield County,23225,US,Virginia Geographic Information Network (VGIN)
Sheetz,456,37.363228,-81.057773,1,rooftop,751,Oakvale Rd,Princeton,WV,Mercer County,24740,US,Statewide
Sheetz,620,35.876282,-78.538949,1,rooftop,7511,Ramble Way,Raleigh,NC,Wake County,27616,US,NC Geographic Information Coordinating Council
Sheetz,611,35.904237,-78.95943,1,nearest_street,,I 40,Durham,NC,Durham County,27713,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,196,40.459137,-78.592832,1,rooftop,7551,Admiral Peary Hwy,Cresson,PA,Cambria County,16630,US,Cambria
Wawa,266,40.572126,-75.616982,1,rooftop,7572,Schantz Rd,Allentown,PA,Lehigh County,18106,US,Lehigh
Wawa,423,40.023636,-74.856243,1,rooftop,76,Springside Rancocas Rd,Mount Holly,NJ,Burlington County,08060,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,160,39.834668,-75.794942,1,rooftop,761,Gap Newport Park,Avondale,PA,Chester County,19311,US,Chester
Wawa,8004,40.160762,-74.84816,1,rooftop,7737,New Falls Rd,Fairless Hills,PA,Bucks County,19030,US,Bucks
Sheetz,339,40.836143,-77.802144,1,rooftop,765,Benner Pike,State College,PA,Centre County,16801,US,Centre
Wawa,446,39.616579,-75.228805,1,rooftop,759,Us Highway 40,Elmer,NJ,Salem County,08318,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,235,40.821315,-76.848871,1,rooftop,766,N Susquehanna Trl,Selinsgrove,PA,Snyder County,17870,US,Snyder
